Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,cycle_idx
4.246711253516259,0.000252388610586,6.212696115916043,0.0002,0.0,1
4.246764125510136,-0.0014110647362388,6.234018870000787,0.0002,4.262,1
4.039277018171289,-0.99509341180498,6.250254735870466,1.0,3.465,1
4.019506433278611,-0.9967310600613466,6.3021756591391584,1.0,3.451,1
4.004763260680274,-0.9928446352399166,6.361644677784643,1.0,3.438,1
3.992862708424408,-0.9959566094030224,6.3996923588972825,1.0,3.427,1
3.982346795099297,-0.9946648032078992,6.23361305198984,1.0,3.419,1
3.9724578113821183,-0.998752928828478,5.984853971653922,1.0,3.4,1
3.9637400413432737,-0.99413979170872,5.857701988766819,1.0,3.391,1
3.955432272676673,-0.9937968630394284,5.772313170034769,1.0,3.386,1
3.947905974663914,-0.9941198611582432,5.6509740843492455,1.0,3.381,1
3.940774900997409,-0.995193502779366,5.571673053475088,1.0,3.376,1
3.933846618548325,-0.9956941482618694,5.515714320491757,1.0,3.37,1
3.9273923546175737,-0.9940850873517164,5.456809122990888,1.0,3.366,1
3.9211979790578178,-0.9950662880111945,5.378785107690307,1.0,3.361,1
3.915208326950005,-0.996569699169394,5.314407193763756,1.0,3.355,1
3.909650115868643,-0.9951613853874832,5.274538338221796,1.0,3.351,1
3.904190136270511,-0.994442528618331,5.174515866306435,1.0,3.346,1
3.898996130971163,-0.9952093480998664,5.129142434341374,1.0,3.341,1
3.893760440969397,-0.9957485990432232,5.0080842944609065,1.0,3.337,1
3.888806462195429,-0.9941803955256572,5.0513007595673205,1.0,3.332,1
3.884369300425002,-0.994410212815932,5.242850809235625,1.0,3.328,1
3.880096698887316,-0.9964445294011436,5.386734893175023,1.0,3.324,1
3.876255755266973,-0.9961923722011252,5.51397664323308,1.0,3.32,1
3.872645902645617,-0.9939479549284844,5.639390668885933,1.0,3.317,1
3.86915800564983,-0.9963734012434594,5.7583258473072965,1.0,3.314,1
3.866015371350042,-0.9951464867445036,5.832963155162861,1.0,3.311,1
3.862977664836382,-0.994359151408972,5.915867236906388,1.0,3.308,1
3.860406957457223,-0.995296692602884,5.973522128048028,1.0,3.306,1
3.8574103612896185,-0.9935060430239316,6.037473774870282,1.0,3.303,1
3.854711367313613,-0.9942100515901466,6.112633317377791,1.0,3.301,1
3.852005698864344,-0.9950611209001146,6.19076421543365,1.0,3.298,1
3.8496045007296327,-0.995206016542608,6.22875775299197,1.0,3.296,1
3.847234477772906,-0.9950955697446252,6.296519506121976,1.0,3.294,1
3.845001919852917,-0.9958643305396327,6.34122131523753,1.0,3.292,1
3.8427341381590816,-0.9956288361275436,6.394275142289426,1.0,3.29,1
3.840625625758544,-0.996504997539146,6.457729510968821,1.0,3.288,1
3.838447188776546,-0.9972706744973932,6.518485933903448,1.0,3.286,1
3.8364523101357952,-0.9966933900172557,6.573952637817425,1.0,3.284,1
3.834430074367508,-0.9949790996062884,6.623962079256748,1.0,3.282,1
3.83230302104837,-0.9951129908922156,6.674110923513634,1.0,3.28,1
3.830475960945287,-0.9954986454273824,6.726003781986401,1.0,3.278,1
3.828399404399783,-0.9963277314237112,6.804624308817502,1.0,3.276,1
3.826609993022845,-0.9962659175936134,6.841049855853733,1.0,3.275,1
3.8246024143409474,-0.9954347077256148,6.886019578096048,1.0,3.273,1
3.822756320577678,-0.9941063145303712,6.933161265981976,1.0,3.271,1
