Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,cycle_idx
4.18669249732225,-0.002109128645695,4.842367203458604,0.0006,0.0,1
4.18729715087111,-0.0007242120564963,4.851633920548016,0.0006,4.202,1
3.368703009243358,-4.026031726127696,5.083024071185778,3.996,1.418,1
3.2403180335654747,-4.026378529894783,5.528980308952707,3.996,1.299,1
3.029488394702108,-4.027231208258329,6.039561811626534,3.996,1.153,1
2.7021532090441305,-4.025610326317969,6.721028815987364,3.996,0.903,1
2.277444677725721,-4.026494450929136,7.563254729563877,3.996,0.534,1
3.879095778646819,-0.0027245388170291,9.440948513465234,0.0004,0.001,1
3.964034097655262,-0.0033908240260269,9.800690675533469,0.0004,0.001,1
4.0033649490740935,-0.004020961346571,9.925006929139911,0.0004,0.001,1
4.027616729192781,-0.002554937066495,9.899907482369343,0.0002,0.001,1
4.0442717199763205,-0.0023798874345111,9.84345303577921,0.0004,0.001,1
4.056427211855517,-0.0030624548491443,9.83242265586345,0.0004,0.001,1
4.06607867019725,-0.0027625751620591,9.783563265332374,0.0004,0.001,1
4.07353729255014,-0.0017943594063553,9.672828081385063,0.0004,0.001,1
4.080066925435291,-0.0010104544442572,9.575132138054297,0.0004,0.001,1
4.085516685729473,-0.0028216019745016,9.50359767973129,0.0004,0.001,1
4.090039753045032,-0.0025514020681616,9.441147591890514,0.0004,0.001,1
4.094189847895265,-0.0021325233751752,9.374483281936982,0.0004,0.001,1
4.097800367889921,-0.0017931823086667,9.268165420596963,0.0002,0.001,1
4.100731647805047,-0.0003599085866921,9.249814512855188,0.0004,0.001,1
4.103590824494891,-0.0010355082906158,9.174679587433516,0.0004,0.001,1
4.106131973866471,-0.0034278452952295,9.047074009132086,0.0004,0.001,1
4.108123965066559,-0.0025061812525181,8.977543999620853,0.0004,0.001,1
4.110447717996232,-0.0050019258231127,8.929463419369979,0.0004,0.001,1
4.112049225825479,-0.0017458891000168,8.869227004582346,0.0004,0.001,1
4.1140495682786655,-0.002156044818495,8.79831898696304,0.0004,0.001,1
4.115245701496257,-0.0027123779615583,8.737100291887321,0.0004,0.001,1
4.116546700407826,-0.0017812970645529,8.686132856915368,0.0004,0.001,1
4.117771119986959,9.204668341945352e-06,8.641673839069895,0.0004,0.001,1
4.11880068775663,-0.0045241015030326,8.555739161389296,0.0004,0.001,1
