Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,cycle_idx
4.122635846291491,-0.0006074349136117,43.41517780938604,0.0004,0.0,1
3.80454444139688,-4.0242058897714,43.44300568010792,3.995,1.854,1
3.779299708958487,-4.0211881044281785,43.55895892484553,3.995,1.82,1
3.75890693774724,-4.022193608909733,43.72155018599956,3.995,1.806,1
3.741408470691656,-4.022328305816472,43.88622270502331,3.995,1.789,1
3.726137410600065,-4.022030406410107,44.062930407879854,3.995,1.773,1
3.712159255383393,-4.024402982095126,44.26603481239899,3.995,1.759,1
3.699320110081699,-4.02147461027646,44.47657261673918,3.995,1.744,1
3.6871500715704704,-4.0221230371725865,44.63494259348186,3.995,1.728,1
3.6759036129816014,-4.023660760154148,44.85253423509384,3.995,1.714,1
3.665035345507421,-4.020012308551312,45.03474882479476,3.995,1.702,1
3.6549029944196887,-4.023115575492921,45.20593171148314,3.995,1.688,1
3.645538645659165,-4.024423802247087,45.42603904221644,3.995,1.68,1
3.636975403803684,-4.023274493799255,45.62421841512892,3.995,1.673,1
3.629328153155027,-4.023368738165938,45.75273907045649,3.995,1.665,1
3.622168692930865,-4.022319204930279,45.91825152889412,3.995,1.656,1
3.6152991626957593,-4.024052986240762,46.08464883553829,3.995,1.653,1
3.608936429929418,-4.022976087830028,46.234636723505176,3.995,1.65,1
3.602880706937038,-4.022959533864147,46.3797992507442,3.995,1.645,1
3.5972183298985843,-4.022284186822549,46.48020844422439,3.995,1.668,1
3.5918001956064343,-4.022940168700212,46.58956849812543,3.995,1.66,1
3.58667726800347,-4.023245720801145,46.78333440979402,3.995,1.659,1
3.581685929986187,-4.024522478368483,46.8725017874132,3.995,1.653,1
3.576918959285616,-4.022494090246671,46.97999379651319,3.995,1.647,1
3.572397722394494,-4.023377585777586,47.12767831984375,3.995,1.643,1
3.567794406562422,-4.022946617111131,47.23217951023919,3.995,1.638,1
3.563460856899873,-4.023464712394974,47.321840076587954,3.995,1.634,1
3.5592982359262515,-4.021574094646155,47.44342540702288,3.995,1.629,1
3.5551947195235614,-4.021952300385279,47.61750192605623,3.995,1.636,1
3.551231892376662,-4.024239155438853,47.69671652838485,3.995,1.627,1
3.547376143092332,-4.023691507209673,47.76064492126992,3.995,1.622,1
3.5434808182278035,-4.0232625720056445,47.91718586982872,3.995,1.617,1
3.5396797494710275,-4.023428557935806,48.041624823571325,3.995,1.608,1
3.536124596384994,-4.022746358682316,48.08831908565793,3.995,1.604,1
3.532341828299681,-4.021665429150858,48.21001329298121,3.995,1.601,1
3.52875702159323,-4.02391840324394,48.320307007160906,3.995,1.596,1
3.525069712051668,-4.021071238592699,48.43308818761291,3.995,1.599,1
3.521284239021499,-4.023280973790731,48.517619511900406,3.995,1.594,1
3.517779763919928,-4.022203476080142,48.60757680076582,3.995,1.59,1
3.514323198656676,-4.021534013985282,48.70689247230986,3.995,1.586,1
3.510748231993819,-4.022672351438298,48.84212132868739,3.995,1.589,1
3.5072170105658227,-4.02269347899538,48.92195560026256,3.995,1.585,1
3.503698588557352,-4.023415557130217,48.97111721624994,3.995,1.58,1
3.500213661245631,-4.022493854312317,49.0783889333694,3.995,1.576,1
3.4965971023062528,-4.0229570258903244,49.170642240386506,3.995,1.572,1
3.4931813678608057,-4.023069133483824,49.20137616471686,3.995,1.568,1
3.489766432861714,-4.023059909479873,49.30648674810976,3.995,1.564,1
3.486245302680136,-4.023343178199967,49.46411864151685,3.995,1.56,1
3.48288748991591,-4.023655730457966,49.49568036578899,3.995,1.556,1
3.4794305741825213,-4.021800151606331,49.59777917174996,3.995,1.553,1
3.4760148649901,-4.022412597754895,49.66694913123585,3.995,1.556,1
3.4726232537825084,-4.023042547918682,49.76949859016027,3.995,1.552,1
3.4691724983849266,-4.021121373410047,49.84941059624598,3.995,1.548,1
3.465901780488384,-4.023334838221913,49.924749377354665,3.995,1.543,1
3.462621232769824,-4.0240532915255125,49.99110952126888,3.995,1.537,1
3.459272998987545,-4.023715825146721,50.09619991614962,3.995,1.532,1
3.4560786449632106,-4.021283914000578,50.13984346287967,3.995,1.528,1
3.452919232326238,-4.023334363465872,50.24147180588533,3.995,1.524,1
3.449703193972672,-4.023115684595092,50.34774221522701,3.995,1.515,1
3.446484345258436,-4.022664909876093,50.437393041235225,3.995,1.515,1
3.443303404910441,-4.0243482709015375,50.45379490984567,3.995,1.511,1
3.4401673930044976,-4.023197699069868,50.55562149605919,3.995,1.508,1
3.437187656098579,-4.023033898184655,50.64026502393265,3.995,1.506,1
3.434164508431451,-4.023690910977621,50.70606144190245,3.995,1.519,1
3.431163753738832,-4.022810355236159,50.78607845626465,3.995,1.509,1
3.428293443206367,-4.024837730024322,50.80939287517102,3.995,1.505,1
3.425426638162011,-4.022067261337159,50.954101920418616,3.995,1.501,1
3.422602298747085,-4.022591346330282,51.00273367560788,3.995,1.496,1
3.4198529383538845,-4.023406054982193,51.0767506736307,3.995,1.491,1
3.4172062831326206,-4.024142853928155,51.15842055774248,3.995,1.487,1
3.414510722992495,-4.022523533462518,51.20928743285831,3.995,1.484,1
3.411901868949023,-4.020790367956198,51.28661159370807,3.995,1.481,1
3.409393882476998,-4.022989364778283,51.40122285625769,3.995,1.478,1
3.406961417820571,-4.0235155737103545,51.45524139385626,3.995,1.475,1
3.404472557489511,-4.02163134330242,51.48873877726659,3.995,1.473,1
3.402043475686604,-4.024333491689768,51.54392505892826,3.995,1.47,1
3.399728146566453,-4.024132696829487,51.65724994358785,3.995,1.468,1
3.39743762205391,-4.02060039292415,51.67602859916319,3.995,1.466,1
3.395226164686364,-4.024316045578713,51.76881517566292,3.995,1.47,1
3.392866882424048,-4.021975851856658,51.884752056361705,3.995,1.467,1
3.390648181449092,-4.022585518657956,51.94785952108249,3.995,1.463,1
3.388397338222546,-4.024228732311988,51.975657846722974,3.995,1.461,1
