row_idx,file_index,trigger_cols,max_abs_z,any_z
1,1013,['Voltage_load'],8.030166409191674,[8.030166409191674]
170,1015,['Voltage_load'],8.316583648220691,[8.316583648220691]
354,1017,['Voltage_load'],8.316583648220691,[8.316583648220691]
535,1019,['Voltage_load'],8.316583648220691,[8.316583648220691]
714,1021,['Voltage_load'],8.31374783397288,[8.31374783397288]
891,1025,['Voltage_load'],8.282553877246947,[8.282553877246947]
1066,1027,['Voltage_load'],8.316583648220691,[8.316583648220691]
1240,1029,['Voltage_load'],8.316583648220691,[8.316583648220691]
1412,1031,['Voltage_load'],8.31374783397288,[8.31374783397288]
1582,1033,['Voltage_load'],8.31374783397288,[8.31374783397288]
1750,1037,['Voltage_load'],8.293897134238193,[8.293897134238193]
1918,1039,['Voltage_load'],8.31374783397288,[8.31374783397288]
2085,1041,['Voltage_load'],8.31374783397288,[8.31374783397288]
2250,1043,['Voltage_load'],8.31374783397288,[8.31374783397288]
2413,1045,['Voltage_load'],8.31374783397288,[8.31374783397288]
2575,1049,['Voltage_load'],8.276882248751324,[8.276882248751324]
2738,1051,['Voltage_load'],8.31374783397288,[8.31374783397288]
2901,1053,['Voltage_load'],8.31374783397288,[8.31374783397288]
3062,1055,['Voltage_load'],8.31374783397288,[8.31374783397288]
3221,1057,['Voltage_load'],8.31374783397288,[8.31374783397288]
3379,1061,['Voltage_load'],8.293897134238193,[8.293897134238193]
3537,1063,['Voltage_load'],8.31374783397288,[8.31374783397288]
3694,1065,['Voltage_load'],8.31374783397288,[8.31374783397288]
3849,1067,['Voltage_load'],8.31374783397288,[8.31374783397288]
4003,1069,['Voltage_load'],8.31374783397288,[8.31374783397288]
4156,1073,['Voltage_load'],8.291061319990384,[8.291061319990384]
4310,1075,['Voltage_load'],8.31374783397288,[8.31374783397288]
4462,1077,['Voltage_load'],8.31374783397288,[8.31374783397288]
4613,1079,['Voltage_load'],8.31374783397288,[8.31374783397288]
4762,1081,['Voltage_load'],8.31374783397288,[8.31374783397288]
4910,1085,['Voltage_load'],8.29956876273382,[8.29956876273382]
5058,1087,['Voltage_load'],8.31374783397288,[8.31374783397288]
5205,1089,['Voltage_load'],8.31374783397288,[8.31374783397288]
5351,1091,['Voltage_load'],8.31374783397288,[8.31374783397288]
5496,1093,['Voltage_load'],8.31374783397288,[8.31374783397288]
5640,1097,['Voltage_load'],8.296732948486007,[8.296732948486007]
5785,1099,['Voltage_load'],8.31374783397288,[8.31374783397288]
5929,1101,['Voltage_load'],8.31374783397288,[8.31374783397288]
6071,1103,['Voltage_load'],8.31374783397288,[8.31374783397288]
6212,1105,['Voltage_load'],8.31374783397288,[8.31374783397288]
6352,1354,['Voltage_load'],7.030126810847471,[7.030126810847471]
6521,1356,['Voltage_load'],7.237268902697802,[7.237268902697802]
6705,1358,['Voltage_load'],7.23464685090223,[7.23464685090223]
6886,1360,['Voltage_load'],7.237268902697802,[7.237268902697802]
7065,1362,['Voltage_load'],7.237268902697802,[7.237268902697802]
7242,1366,['Voltage_load'],7.208426332946492,[7.208426332946492]
7417,1368,['Voltage_load'],7.237268902697802,[7.237268902697802]
7591,1370,['Voltage_load'],7.237268902697802,[7.237268902697802]
7763,1372,['Voltage_load'],7.237268902697802,[7.237268902697802]
7933,1374,['Voltage_load'],7.237268902697802,[7.237268902697802]
8101,1378,['Voltage_load'],7.216292488333211,[7.216292488333211]
8269,1380,['Voltage_load'],7.23464685090223,[7.23464685090223]
8436,1382,['Voltage_load'],7.23464685090223,[7.23464685090223]
8601,1384,['Voltage_load'],7.2320247991066555,[7.2320247991066555]
8764,1386,['Voltage_load'],7.2320247991066555,[7.2320247991066555]
8926,1390,['Voltage_load'],7.197938125764196,[7.197938125764196]
9089,1392,['Voltage_load'],7.237268902697802,[7.237268902697802]
9252,1394,['Voltage_load'],7.237268902697802,[7.237268902697802]
9413,1396,['Voltage_load'],7.23464685090223,[7.23464685090223]
9572,1398,['Voltage_load'],7.23464685090223,[7.23464685090223]
9730,1402,['Voltage_load'],7.218914540128786,[7.218914540128786]
9888,1404,['Voltage_load'],7.23464685090223,[7.23464685090223]
10045,1406,['Voltage_load'],7.23464685090223,[7.23464685090223]
10200,1408,['Voltage_load'],7.2320247991066555,[7.2320247991066555]
10354,1410,['Voltage_load'],7.23464685090223,[7.23464685090223]
10507,1414,['Voltage_load'],7.216292488333211,[7.216292488333211]
10661,1416,['Voltage_load'],7.23464685090223,[7.23464685090223]
10813,1418,['Voltage_load'],7.23464685090223,[7.23464685090223]
