row_idx,file_index,trigger_cols,max_abs_z,any_z
464,1,['Time'],3.0055917960096306,[3.0055917960096306]
465,1,['Time'],3.015174559213459,[3.015174559213459]
466,1,['Time'],3.024757322417288,[3.024757322417288]
467,1,['Time'],3.034373003783119,[3.034373003783119]
468,1,['Time'],3.0439665011702095,[3.0439665011702095]
469,1,['Time'],3.053549264374038,[3.053549264374038]
470,1,['Time'],3.0631656613520866,[3.0631656613520866]
471,1,['Time'],3.0728593444496197,[3.0728593444496197]
472,1,['Time'],3.0825651929548497,[3.0825651929548497]
473,1,['Time'],3.09222595789038,[3.09222595789038]
474,1,['Time'],3.10192035660013,[3.10192035660013]
475,1,['Time'],3.111591855718922,[3.111591855718922]
476,1,['Time'],3.121275520245411,[3.121275520245411]
477,1,['Time'],3.130913385589983,[3.130913385589983]
478,1,['Time'],3.140597050116472,[3.140597050116472]
479,1,['Time'],3.150246365256523,[3.150246365256523]
480,1,['Time'],3.159907130192053,[3.159907130192053]
481,1,['Time'],3.169579344923063,[3.169579344923063]
482,1,['Time'],3.179228660063114,[3.179228660063114]
483,1,['Time'],3.1889674267303465,[3.1889674267303465]
484,1,['Time'],3.1986396414613556,[3.1986396414613556]
485,1,['Time'],3.2084013077195466,[3.2084013077195466]
486,1,['Time'],3.218050622859597,[3.218050622859597]
487,1,['Time'],3.227722837590607,[3.227722837590607]
488,1,['Time'],3.237427970483619,[3.237427970483619]
489,1,['Time'],3.2471001852146286,[3.2471001852146286]
22680,165,['Voltage_load'],12.377093023053163,[12.377093023053163]
22684,165,['Voltage_load'],84.18070597465609,[84.18070597465609]
24830,185,['Voltage_measured'],3.045269650227432,[-3.045269650227432]
24831,185,['Voltage_measured'],3.105700808681665,[-3.105700808681665]
24832,185,['Voltage_measured'],3.166099513883173,[-3.166099513883173]
24833,185,['Voltage_measured'],3.226216983468236,[-3.226216983468236]
24834,185,['Voltage_measured'],3.286561372176593,[-3.286561372176593]
24835,185,['Voltage_measured'],3.3482121790719264,[-3.3482121790719264]
24836,185,['Voltage_measured'],3.409780103144042,[-3.409780103144042]
24837,185,['Voltage_measured'],3.471712183130175,[-3.471712183130175]
24838,185,['Voltage_measured'],3.533776336953342,[-3.533776336953342]
24839,185,['Voltage_measured'],3.5978547996192987,[-3.5978547996192987]
24840,185,['Voltage_measured'],3.661113994916331,[-3.661113994916331]
24841,185,['Voltage_measured'],3.72531851388859,[-3.72531851388859]
24842,185,['Voltage_measured'],3.7908059618310816,[-3.7908059618310816]
24843,185,['Voltage_measured'],3.8572500227143958,[-3.8572500227143958]
24844,185,['Voltage_measured'],3.923608170104377,[-3.923608170104377]
24845,185,['Voltage_measured'],3.9919674148113176,[-3.9919674148113176]
24846,185,['Voltage_measured'],4.061270098199104,[-4.061270098199104]
24847,185,['Voltage_measured'],4.130685117562003,[-4.130685117562003]
24848,185,['Voltage_measured'],4.200499534955423,[-4.200499534955423]
24849,185,['Voltage_measured'],4.27249070427558,[-4.27249070427558]
24850,185,['Voltage_measured'],4.345145123473518,[-4.345145123473518]
24851,185,['Voltage_measured'],4.419292658794382,[-4.419292658794382]
24983,185,['Time'],3.0055917960096306,[3.0055917960096306]
24984,185,['Time'],3.015174559213459,[3.015174559213459]
24985,185,['Time'],3.024757322417288,[3.024757322417288]
24986,185,['Time'],3.034373003783119,[3.034373003783119]
24987,185,['Time'],3.0439665011702095,[3.0439665011702095]
24988,185,['Time'],3.053549264374038,[3.053549264374038]
24989,185,['Time'],3.0631656613520866,[3.0631656613520866]
24990,185,['Time'],3.0728593444496197,[3.0728593444496197]
24991,185,['Time'],3.0825651929548497,[3.0825651929548497]
24992,185,['Time'],3.09222595789038,[3.09222595789038]
24993,185,['Time'],3.10192035660013,[3.10192035660013]
24994,185,['Time'],3.111591855718922,[3.111591855718922]
24995,185,['Time'],3.121275520245411,[3.121275520245411]
24996,185,['Time'],3.130913385589983,[3.130913385589983]
24997,185,['Time'],3.140597050116472,[3.140597050116472]
24998,185,['Time'],3.150246365256523,[3.150246365256523]
24999,185,['Time'],3.159907130192053,[3.159907130192053]
25000,185,['Time'],3.169579344923063,[3.169579344923063]
25001,185,['Time'],3.179228660063114,[3.179228660063114]
25002,185,['Time'],3.1889674267303465,[3.1889674267303465]
25003,185,['Time'],3.1986396414613556,[3.1986396414613556]
25004,185,['Time'],3.2084013077195466,[3.2084013077195466]
25005,185,['Time'],3.218050622859597,[3.218050622859597]
25006,185,['Time'],3.227722837590607,[3.227722837590607]
25007,185,['Time'],3.237427970483619,[3.237427970483619]
25008,185,['Time'],3.2471001852146286,[3.2471001852146286]
25280,189,['Voltage_measured'],3.012673912251652,[-3.012673912251652]
25281,189,['Voltage_measured'],3.0614644519300716,[-3.0614644519300716]
25282,189,['Voltage_measured'],3.1110090529010144,[-3.1110090529010144]
25283,189,['Voltage_measured'],3.161098681028151,[-3.161098681028151]
25284,189,['Voltage_measured'],3.21292795900412,[-3.21292795900412]
25285,189,['Voltage_measured'],3.2664817092164893,[-3.2664817092164893]
25286,189,['Voltage_measured'],3.3208211383983373,[-3.3208211383983373]
25287,189,['Voltage_measured'],3.3764733167550625,[-3.3764733167550625]
25288,189,['Voltage_measured'],3.433794105871733,[-3.433794105871733]
25289,189,['Voltage_measured'],3.4922993187686013,[-3.4922993187686013]
25290,189,['Voltage_measured'],3.5519164807502888,[-3.5519164807502888]
25291,189,['Voltage_measured'],3.612550956456201,[-3.612550956456201]
25292,189,['Voltage_measured'],3.675628972695219,[-3.675628972695219]
25293,189,['Voltage_measured'],3.7401278928889914,[-3.7401278928889914]
25294,189,['Voltage_measured'],3.80747279818357,[-3.80747279818357]
25295,189,['Voltage_measured'],3.875737692509248,[-3.875737692509248]
25296,189,['Voltage_measured'],3.9469062705237983,[-3.9469062705237983]
25297,189,['Voltage_measured'],4.020754056385661,[-4.020754056385661]
25298,189,['Voltage_measured'],4.096716184677955,[-4.096716184677955]
25299,189,['Voltage_measured'],4.175273590152228,[-4.175273590152228]
25300,189,['Voltage_measured'],4.256437682129245,[-4.256437682129245]
25301,189,['Voltage_measured'],4.341682459472934,[-4.341682459472934]
25302,189,['Voltage_measured'],4.429298777447402,[-4.429298777447402]
25698,191,['Voltage_measured'],3.0466246725657102,[-3.0466246725657102]
25699,191,['Voltage_measured'],3.0973247948970637,[-3.0973247948970637]
25700,191,['Voltage_measured'],3.148042217361056,[-3.148042217361056]
25701,191,['Voltage_measured'],3.200582012797784,[-3.200582012797784]
25702,191,['Voltage_measured'],3.2537789570372504,[-3.2537789570372504]
25703,191,['Voltage_measured'],3.3084182547744247,[-3.3084182547744247]
25704,191,['Voltage_measured'],3.3637283399553897,[-3.3637283399553897]
25705,191,['Voltage_measured'],3.420960035709452,[-3.420960035709452]
25706,191,['Voltage_measured'],3.479171546289027,[-3.479171546289027]
25707,191,['Voltage_measured'],3.539586749570947,[-3.539586749570947]
25708,191,['Voltage_measured'],3.6003737796862185,[-3.6003737796862185]
25709,191,['Voltage_measured'],3.6630164743444937,[-3.6630164743444937]
25710,191,['Voltage_measured'],3.72827319237422,[-3.72827319237422]
25711,191,['Voltage_measured'],3.795742661957959,[-3.795742661957959]
25712,191,['Voltage_measured'],3.864289793040894,[-3.864289793040894]
25713,191,['Voltage_measured'],3.9365216400310548,[-3.9365216400310548]
25714,191,['Voltage_measured'],4.009552234952975,[-4.009552234952975]
25715,191,['Voltage_measured'],4.086324660346518,[-4.086324660346518]
25716,191,['Voltage_measured'],4.165723847244109,[-4.165723847244109]
25717,191,['Voltage_measured'],4.2492175354679995,[-4.2492175354679995]
25718,191,['Voltage_measured'],4.336437732652297,[-4.336437732652297]
25719,191,['Voltage_measured'],4.426432696509895,[-4.426432696509895]
26113,193,['Voltage_measured'],3.0129010230852082,[-3.0129010230852082]
26114,193,['Voltage_measured'],3.0655377851451284,[-3.0655377851451284]
26115,193,['Voltage_measured'],3.118205353089904,[-3.118205353089904]
26116,193,['Voltage_measured'],3.173225563453551,[-3.173225563453551]
26117,193,['Voltage_measured'],3.2296447969801667,[-3.2296447969801667]
26118,193,['Voltage_measured'],3.2875849968341675,[-3.2875849968341675]
26119,193,['Voltage_measured'],3.346899264665631,[-3.346899264665631]
26120,193,['Voltage_measured'],3.4081106925497298,[-3.4081106925497298]
26121,193,['Voltage_measured'],3.46979617471432,[-3.46979617471432]
26122,193,['Voltage_measured'],3.5330667622413445,[-3.5330667622413445]
26123,193,['Voltage_measured'],3.5984536727337773,[-3.5984536727337773]
26124,193,['Voltage_measured'],3.666852186154685,[-3.666852186154685]
26125,193,['Voltage_measured'],3.7362388864652782,[-3.7362388864652782]
26126,193,['Voltage_measured'],3.8080946922580106,[-3.8080946922580106]
26127,193,['Voltage_measured'],3.8822304257592064,[-3.8822304257592064]
26128,193,['Voltage_measured'],3.959905670806681,[-3.959905670806681]
26129,193,['Voltage_measured'],4.0399016985613905,[-4.0399016985613905]
26130,193,['Voltage_measured'],4.122534141491319,[-4.122534141491319]
26131,193,['Voltage_measured'],4.207843489006712,[-4.207843489006712]
26132,193,['Voltage_measured'],4.297586623317706,[-4.297586623317706]
26133,193,['Voltage_measured'],4.389784389273722,[-4.389784389273722]
26134,193,['Voltage_measured'],4.485217197660299,[-4.485217197660299]
26527,195,['Voltage_measured'],3.0294213628518003,[-3.0294213628518003]
26528,195,['Voltage_measured'],3.085054560177836,[-3.085054560177836]
26529,195,['Voltage_measured'],3.141500388270141,[-3.141500388270141]
26530,195,['Voltage_measured'],3.20041758609587,[-3.20041758609587]
26531,195,['Voltage_measured'],3.2608423137617457,[-3.2608423137617457]
26532,195,['Voltage_measured'],3.323737957816892,[-3.323737957816892]
26533,195,['Voltage_measured'],3.3878566842571254,[-3.3878566842571254]
26534,195,['Voltage_measured'],3.4540905990310815,[-3.4540905990310815]
26535,195,['Voltage_measured'],3.5209925812677203,[-3.5209925812677203]
26536,195,['Voltage_measured'],3.590567578188015,[-3.590567578188015]
26537,195,['Voltage_measured'],3.6621674793874024,[-3.6621674793874024]
26538,195,['Voltage_measured'],3.736185799663804,[-3.736185799663804]
26539,195,['Voltage_measured'],3.8133260165456777,[-3.8133260165456777]
26540,195,['Voltage_measured'],3.893190440869419,[-3.893190440869419]
26541,195,['Voltage_measured'],3.976134334873601,[-3.976134334873601]
26542,195,['Voltage_measured'],4.0630995862272385,[-4.0630995862272385]
26543,195,['Voltage_measured'],4.152387788156112,[-4.152387788156112]
26544,195,['Voltage_measured'],4.245140822955817,[-4.245140822955817]
26545,195,['Voltage_measured'],4.342173155367108,[-4.342173155367108]
26546,195,['Voltage_measured'],4.443138452978963,[-4.443138452978963]
26936,197,['Voltage_measured'],3.0130794301424197,[-3.0130794301424197]
26937,197,['Voltage_measured'],3.069810662403359,[-3.069810662403359]
26938,197,['Voltage_measured'],3.128794117300198,[-3.128794117300198]
26939,197,['Voltage_measured'],3.187681001059476,[-3.187681001059476]
26940,197,['Voltage_measured'],3.24866635259102,[-3.24866635259102]
26941,197,['Voltage_measured'],3.311913087745905,[-3.311913087745905]
26942,197,['Voltage_measured'],3.3768200997476927,[-3.3768200997476927]
26943,197,['Voltage_measured'],3.443619418556914,[-3.443619418556914]
26944,197,['Voltage_measured'],3.5124425254815788,[-3.5124425254815788]
26945,197,['Voltage_measured'],3.58368118238404,[-3.58368118238404]
26946,197,['Voltage_measured'],3.657938826118105,[-3.657938826118105]
26947,197,['Voltage_measured'],3.735090255918013,[-3.735090255918013]
26948,197,['Voltage_measured'],3.8143024464645827,[-3.8143024464645827]
26949,197,['Voltage_measured'],3.896178981808785,[-3.896178981808785]
26950,197,['Voltage_measured'],3.9816331408035435,[-3.9816331408035435]
26951,197,['Voltage_measured'],4.070023601147074,[-4.070023601147074]
26952,197,['Voltage_measured'],4.15949425873597,[-4.15949425873597]
26953,197,['Voltage_measured'],4.254089402602756,[-4.254089402602756]
26954,197,['Voltage_measured'],4.35135925606416,[-4.35135925606416]
26955,197,['Voltage_measured'],4.451027873063936,[-4.451027873063936]
27337,201,['Voltage_measured'],3.007771369533793,[-3.007771369533793]
27338,201,['Voltage_measured'],3.060045990566142,[-3.060045990566142]
27339,201,['Voltage_measured'],3.112595455778948,[-3.112595455778948]
27340,201,['Voltage_measured'],3.1664325478055293,[-3.1664325478055293]
27341,201,['Voltage_measured'],3.2202970880635795,[-3.2202970880635795]
27342,201,['Voltage_measured'],3.274777716925736,[-3.274777716925736]
27343,201,['Voltage_measured'],3.3328674655089525,[-3.3328674655089525]
27344,201,['Voltage_measured'],3.389928484260469,[-3.389928484260469]
27345,201,['Voltage_measured'],3.449325038072679,[-3.449325038072679]
27346,201,['Voltage_measured'],3.5092729575244137,[-3.5092729575244137]
27347,201,['Voltage_measured'],3.57272519256977,[-3.57272519256977]
27348,201,['Voltage_measured'],3.6359248894975873,[-3.6359248894975873]
27349,201,['Voltage_measured'],3.7004318478129195,[-3.7004318478129195]
27350,201,['Voltage_measured'],3.7673762444049816,[-3.7673762444049816]
27351,201,['Voltage_measured'],3.8364435171451423,[-3.8364435171451423]
27352,201,['Voltage_measured'],3.90480811387572,[-3.90480811387572]
27353,201,['Voltage_measured'],3.9757737102351287,[-3.9757737102351287]
27354,201,['Voltage_measured'],4.049041762080485,[-4.049041762080485]
27355,201,['Voltage_measured'],4.124136309779663,[-4.124136309779663]
27356,201,['Voltage_measured'],4.2004809827010785,[-4.2004809827010785]
27357,201,['Voltage_measured'],4.279721729599424,[-4.279721729599424]
27358,201,['Voltage_measured'],4.36108857606097,[-4.36108857606097]
27359,201,['Voltage_measured'],4.445682327698713,[-4.445682327698713]
27753,205,['Voltage_measured'],3.00731488629989,[-3.00731488629989]
27754,205,['Voltage_measured'],3.0628559771409924,[-3.0628559771409924]
27755,205,['Voltage_measured'],3.1187302700696065,[-3.1187302700696065]
27756,205,['Voltage_measured'],3.1761512188600807,[-3.1761512188600807]
27757,205,['Voltage_measured'],3.2357509046397746,[-3.2357509046397746]
27758,205,['Voltage_measured'],3.2969271143271293,[-3.2969271143271293]
27759,205,['Voltage_measured'],3.3593775601143734,[-3.3593775601143734]
27760,205,['Voltage_measured'],3.4233325436066,[-3.4233325436066]
27761,205,['Voltage_measured'],3.488457842938836,[-3.488457842938836]
27762,205,['Voltage_measured'],3.555364690688301,[-3.555364690688301]
27763,205,['Voltage_measured'],3.6260653381502332,[-3.6260653381502332]
27764,205,['Voltage_measured'],3.697045771328376,[-3.697045771328376]
27765,205,['Voltage_measured'],3.7706488988464053,[-3.7706488988464053]
27766,205,['Voltage_measured'],3.8481692866758763,[-3.8481692866758763]
27767,205,['Voltage_measured'],3.9256597409582437,[-3.9256597409582437]
27768,205,['Voltage_measured'],4.006835404378535,[-4.006835404378535]
27769,205,['Voltage_measured'],4.095695056571615,[-4.095695056571615]
27770,205,['Voltage_measured'],4.191393150397919,[-4.191393150397919]
27771,205,['Voltage_measured'],4.290892915173992,[-4.290892915173992]
27772,205,['Voltage_measured'],4.395438256527228,[-4.395438256527228]
28156,207,['Voltage_measured'],3.0370491575088554,[-3.0370491575088554]
28157,207,['Voltage_measured'],3.0925333083683397,[-3.0925333083683397]
28158,207,['Voltage_measured'],3.1489200588229247,[-3.1489200588229247]
28159,207,['Voltage_measured'],3.205679931130952,[-3.205679931130952]
28160,207,['Voltage_measured'],3.2637847825364283,[-3.2637847825364283]
