row_idx,file_index,trigger_cols,max_abs_z,any_z
22680,165,['Voltage_load'],12.377093023053163,[12.377093023053163]
22684,165,['Voltage_load'],84.18070597465609,[84.18070597465609]
47197,349,['Voltage_load'],57.586775251840194,[57.586775251840194]
96240,717,['Voltage_load'],58.47323960926739,[58.47323960926739]
170401,1347,['Voltage_measured'],5.1562108470934795,[-5.1562108470934795]
173196,1386,['Voltage_measured'],5.0006764251473275,[-5.0006764251473275]
287016,2419,['Voltage_measured'],6.5629267083616405,[-6.5629267083616405]
288360,2429,['Voltage_measured'],6.849200825929637,[-6.849200825929637]
311822,2641,['Voltage_measured'],5.015038675534914,[-5.015038675534914]
312055,2643,['Voltage_measured'],5.060906878483097,[-5.060906878483097]
312518,2647,['Voltage_measured'],5.065329351549329,[-5.065329351549329]
313893,2661,['Voltage_measured'],5.13132068996958,[-5.13132068996958]
314348,2667,['Voltage_measured'],5.059320589800905,[-5.059320589800905]
315697,2681,['Voltage_measured'],5.141356687400982,[-5.141356687400982]
316359,2689,['Voltage_measured'],5.020315283298749,[-5.020315283298749]
317559,2701,['Voltage_measured'],5.077971936699564,[-5.077971936699564]
318424,2711,['Voltage_measured'],5.026733272901837,[-5.026733272901837]
319280,2721,['Voltage_measured'],5.056149231346964,[-5.056149231346964]
319916,2727,['Voltage_measured'],5.121159968954767,[-5.121159968954767]
320341,2733,['Voltage_measured'],5.106003826952745,[-5.106003826952745]
320554,2735,['Voltage_measured'],5.064971173541877,[-5.064971173541877]
320975,2739,['Voltage_measured'],5.086524126790653,[-5.086524126790653]
321991,2753,['Voltage_measured'],6.089817481594853,[-6.089817481594853]
322150,2755,['Voltage_measured'],5.7364813565911685,[-5.7364813565911685]
322352,2759,['Voltage_measured'],6.817074037175906,[-6.817074037175906]
322556,2761,['Voltage_measured'],5.766986298355762,[-5.766986298355762]
322971,2765,['Voltage_measured'],5.983432339328764,[-5.983432339328764]
323190,2767,['Voltage_measured'],5.289788604568943,[-5.289788604568943]
323394,2771,['Voltage_measured'],7.480143862838464,[-7.480143862838464]
323592,2773,['Voltage_measured'],6.44361629978226,[-6.44361629978226]
325066,2789,['Voltage_measured'],5.038088530832867,[-5.038088530832867]
326683,2811,['Voltage_measured'],5.021750089313776,[-5.021750089313776]
328850,2837,['Voltage_measured'],5.087311411224499,[-5.087311411224499]
330577,2859,['Voltage_measured'],5.0570208440125874,[-5.0570208440125874]
332249,2881,['Voltage_measured'],5.01149677274346,[-5.01149677274346]
342683,3083,['Voltage_measured'],5.151352480229525,[-5.151352480229525]
342693,3087,['Voltage_measured'],5.01639765859777,[-5.01639765859777]
342712,3091,['Voltage_measured'],5.083365188981074,[-5.083365188981074]
445371,4011,['Voltage_measured'],5.040582721520758,[-5.040582721520758]
446599,4019,['Voltage_measured'],5.112721286432776,[-5.112721286432776]
447208,4022,['Voltage_measured'],5.18003162778087,[-5.18003162778087]
449009,4030,['Voltage_measured'],5.009779330196016,[-5.009779330196016]
453076,4050,['Voltage_measured'],5.19475568300617,[-5.19475568300617]
453639,4052,['Voltage_measured'],5.273358915899991,[-5.273358915899991]
454204,4054,['Voltage_measured'],5.379963523440259,[-5.379963523440259]
454765,4056,['Voltage_measured'],5.3954768829103665,[-5.3954768829103665]
455322,4058,['Voltage_measured'],5.300402570158198,[-5.300402570158198]
456430,4067,['Voltage_measured'],5.133364227603205,[-5.133364227603205]
473313,4149,['Voltage_measured'],5.082816073768739,[-5.082816073768739]
584225,5758,['Voltage_measured'],5.032410023305922,[-5.032410023305922]
584786,5765,['Voltage_measured'],5.0407665206030545,[-5.0407665206030545]
586082,5782,['Voltage_measured'],5.015422936762293,[-5.015422936762293]
586647,5794,['Voltage_measured'],5.192623632246078,[-5.192623632246078]
