row_idx,file_index,trigger_cols,max_abs_z,any_z
22676,165,['Current_load'],9.72567752718128,[9.72567752718128]
22677,165,['Current_load'],9.72567752718128,[9.72567752718128]
22678,165,['Current_load'],9.72567752718128,[9.72567752718128]
22679,165,['Current_load'],9.72567752718128,[9.72567752718128]
22680,165,"['Current_load', 'Voltage_load']",14.708291835133911,"[14.250347346940385, 14.708291835133911]"
22681,165,['Current_load'],9.72567752718128,[9.72567752718128]
22682,165,['Current_load'],9.72567752718128,[9.72567752718128]
22683,165,['Current_load'],14.250347346940385,[14.250347346940385]
22684,165,"['Current_load', 'Voltage_load']",104.33327136381446,"[14.250347346940385, 104.33327136381446]"
22685,165,['Current_load'],9.72567752718128,[9.72567752718128]
22686,165,['Current_load'],9.752852721293946,[9.752852721293946]
47197,349,['Voltage_load'],45.96573397537253,[45.96573397537253]
71714,533,['Current_load'],10.565734818010013,[10.565734818010013]
71715,533,['Current_load'],10.565734818010013,[10.565734818010013]
71716,533,['Current_load'],10.517530238629332,[10.517530238629332]
71717,533,['Current_load'],10.517530238629332,[10.517530238629332]
71718,533,['Current_load'],10.517530238629332,[10.517530238629332]
71719,533,['Current_load'],10.469325659248655,[10.469325659248655]
71720,533,['Current_load'],10.469325659248655,[10.469325659248655]
71721,533,['Current_load'],10.445223369558315,[10.445223369558315]
71722,533,['Current_load'],10.469325659248655,[10.469325659248655]
71723,533,['Current_load'],10.421121079867977,[10.421121079867977]
71724,533,['Current_load'],10.421121079867977,[10.421121079867977]
73557,553,"['Current_measured', 'Current_load']",12.979413881966249,"[12.979413881966249, -11.145856534305608]"
73558,553,"['Current_measured', 'Current_load']",12.995319878270557,"[12.995319878270557, -11.145856534305608]"
74047,557,"['Current_measured', 'Current_load']",13.008820141821309,"[13.008820141821309, -11.14361257893965]"
74048,557,"['Current_measured', 'Current_load']",13.018974119599624,"[13.018974119599624, -11.145856534305608]"
74476,559,"['Current_measured', 'Current_load']",13.00478927683632,"[13.00478927683632, -11.145856534305608]"
74477,559,"['Current_measured', 'Current_load']",13.03149073543838,"[13.03149073543838, -11.145856534305608]"
74900,561,"['Current_measured', 'Current_load']",13.011352406060217,"[13.011352406060217, -11.145856534305608]"
74901,561,"['Current_measured', 'Current_load']",13.009850868502676,"[13.009850868502676, -11.145856534305608]"
75319,563,"['Current_measured', 'Current_load']",12.995060532509122,"[12.995060532509122, -11.145856534305608]"
75320,563,"['Current_measured', 'Current_load']",13.0190736860265,"[13.0190736860265, -11.145856534305608]"
75734,565,"['Current_measured', 'Current_load']",13.001048351449187,"[13.001048351449187, -11.145856534305608]"
75735,565,"['Current_measured', 'Current_load']",12.98671246921169,"[12.98671246921169, -11.145856534305608]"
76145,569,"['Current_measured', 'Current_load']",12.99723160021351,"[12.99723160021351, -11.14361257893965]"
76146,569,"['Current_measured', 'Current_load']",13.038965364713706,"[13.038965364713706, -11.145856534305608]"
76554,573,"['Current_measured', 'Current_load']",12.999241971320213,"[12.999241971320213, -11.14361257893965]"
76555,573,"['Current_measured', 'Current_load']",13.023121001380156,"[13.023121001380156, -11.14361257893965]"
76963,575,"['Current_measured', 'Current_load']",12.98451162896117,"[12.98451162896117, -11.145856534305608]"
76964,575,"['Current_measured', 'Current_load']",13.018476186830727,"[13.018476186830727, -11.145856534305608]"
77367,577,"['Current_measured', 'Current_load']",12.980722563502415,"[12.980722563502415, -11.145856534305608]"
77368,577,"['Current_measured', 'Current_load']",12.998270364592777,"[12.998270364592777, -11.145856534305608]"
77767,579,"['Current_measured', 'Current_load']",13.001162256450389,"[13.001162256450389, -11.145856534305608]"
77768,579,"['Current_measured', 'Current_load']",13.000092049174823,"[13.000092049174823, -11.145856534305608]"
78163,581,"['Current_measured', 'Current_load']",12.986879567659036,"[12.986879567659036, -11.145856534305608]"
78164,581,"['Current_measured', 'Current_load']",13.002504168000675,"[13.002504168000675, -11.145856534305608]"
78556,585,"['Current_measured', 'Current_load']",12.991190655386713,"[12.991190655386713, -11.14361257893965]"
78557,585,"['Current_measured', 'Current_load']",12.989852045141738,"[12.989852045141738, -11.145856534305608]"
78953,589,"['Current_measured', 'Current_load']",12.980580269530233,"[12.980580269530233, -11.145856534305608]"
78954,589,"['Current_measured', 'Current_load']",13.008796794857997,"[13.008796794857997, -11.145856534305608]"
79352,591,"['Current_measured', 'Current_load']",13.016988336341418,"[13.016988336341418, -11.145856534305608]"
79353,591,"['Current_measured', 'Current_load']",13.013007492147796,"[13.013007492147796, -11.145856534305608]"
79746,593,"['Current_measured', 'Current_load']",13.03058477651631,"[13.03058477651631, -11.14361257893965]"
79747,593,"['Current_measured', 'Current_load']",13.013014397078562,"[13.013014397078562, -11.145856534305608]"
80134,595,"['Current_measured', 'Current_load']",13.062733973142922,"[13.062733973142922, -11.14361257893965]"
80135,595,"['Current_measured', 'Current_load']",13.001044753593916,"[13.001044753593916, -11.145856534305608]"
80519,597,"['Current_measured', 'Current_load']",12.978162341007947,"[12.978162341007947, -11.145856534305608]"
80520,597,"['Current_measured', 'Current_load']",13.009460144887715,"[13.009460144887715, -11.145856534305608]"
80899,601,"['Current_measured', 'Current_load']",13.007121751557957,"[13.007121751557957, -11.145856534305608]"
80900,601,"['Current_measured', 'Current_load']",13.00002335436758,"[13.00002335436758, -11.145856534305608]"
81275,603,"['Current_measured', 'Current_load']",12.994497020876002,"[12.994497020876002, -11.145856534305608]"
81276,603,"['Current_measured', 'Current_load']",13.00095912646028,"[13.00095912646028, -11.145856534305608]"
81450,605,"['Current_measured', 'Current_load']",12.993335560810491,"[12.993335560810491, -11.145856534305608]"
81451,605,"['Current_measured', 'Current_load']",13.012515256859125,"[13.012515256859125, -11.145856534305608]"
81838,607,"['Current_measured', 'Current_load']",12.988753886826487,"[12.988753886826487, -11.145856534305608]"
81839,607,"['Current_measured', 'Current_load']",13.019656605879076,"[13.019656605879076, -11.145856534305608]"
82208,609,"['Current_measured', 'Current_load']",12.982018377400996,"[12.982018377400996, -11.145856534305608]"
82209,609,"['Current_measured', 'Current_load']",13.007668172808067,"[13.007668172808067, -11.14361257893965]"
82573,613,"['Current_measured', 'Current_load']",13.01997012797846,"[13.01997012797846, -11.145856534305608]"
82574,613,"['Current_measured', 'Current_load']",13.01935652726123,"[13.01935652726123, -11.145856534305608]"
82936,615,"['Current_measured', 'Current_load']",13.006589826929533,"[13.006589826929533, -11.14361257893965]"
82937,615,"['Current_measured', 'Current_load']",13.012768712848013,"[13.012768712848013, -11.145856534305608]"
83296,617,"['Current_measured', 'Current_load']",13.016795187941812,"[13.016795187941812, -11.145856534305608]"
83297,617,"['Current_measured', 'Current_load']",13.012345250726877,"[13.012345250726877, -11.145856534305608]"
83653,619,"['Current_measured', 'Current_load']",12.984449784816228,"[12.984449784816228, -11.145856534305608]"
83654,619,"['Current_measured', 'Current_load']",12.999289491922053,"[12.999289491922053, -11.145856534305608]"
84005,621,"['Current_measured', 'Current_load']",13.01550713137646,"[13.01550713137646, -11.145856534305608]"
84006,621,"['Current_measured', 'Current_load']",12.995012735232615,"[12.995012735232615, -11.14361257893965]"
84355,625,"['Current_measured', 'Current_load']",12.99085317647045,"[12.99085317647045, -11.145856534305608]"
84356,625,"['Current_measured', 'Current_load']",13.02547425731676,"[13.02547425731676, -11.145856534305608]"
84703,627,"['Current_measured', 'Current_load']",12.993150172316879,"[12.993150172316879, -11.145856534305608]"
84704,627,"['Current_measured', 'Current_load']",13.009462746573172,"[13.009462746573172, -11.145856534305608]"
85048,629,"['Current_measured', 'Current_load']",12.98462098783396,"[12.98462098783396, -11.145856534305608]"
85049,629,"['Current_measured', 'Current_load']",13.015247810144036,"[13.015247810144036, -11.145856534305608]"
85390,631,"['Current_measured', 'Current_load']",13.009414716693804,"[13.009414716693804, -11.145856534305608]"
85391,631,"['Current_measured', 'Current_load']",13.002115223034412,"[13.002115223034412, -11.145856534305608]"
85728,633,"['Current_measured', 'Current_load']",12.975244479714357,"[12.975244479714357, -11.145856534305608]"
85729,633,"['Current_measured', 'Current_load']",13.03867467717167,"[13.03867467717167, -11.145856534305608]"
86064,637,"['Current_measured', 'Current_load']",13.000242368159356,"[13.000242368159356, -11.14361257893965]"
86065,637,"['Current_measured', 'Current_load']",13.021480092659857,"[13.021480092659857, -11.145856534305608]"
86411,641,"['Current_measured', 'Current_load']",13.009642952372815,"[13.009642952372815, -11.14361257893965]"
86412,641,"['Current_measured', 'Current_load']",12.998892938852837,"[12.998892938852837, -11.145856534305608]"
86764,643,"['Current_measured', 'Current_load']",13.011242299206412,"[13.011242299206412, -11.145856534305608]"
86765,643,"['Current_measured', 'Current_load']",12.98741400233961,"[12.98741400233961, -11.145856534305608]"
87109,645,"['Current_measured', 'Current_load']",12.992530735739033,"[12.992530735739033, -11.14361257893965]"
87110,645,"['Current_measured', 'Current_load']",13.001541864158176,"[13.001541864158176, -11.145856534305608]"
87450,647,"['Current_measured', 'Current_load']",12.981222500298415,"[12.981222500298415, -11.145856534305608]"
87451,647,"['Current_measured', 'Current_load']",13.007915487913621,"[13.007915487913621, -11.145856534305608]"
87787,649,"['Current_measured', 'Current_load']",12.973892839602843,"[12.973892839602843, -11.145856534305608]"
87788,649,"['Current_measured', 'Current_load']",12.99906122663203,"[12.99906122663203, -11.145856534305608]"
88119,653,"['Current_measured', 'Current_load']",12.991194124772528,"[12.991194124772528, -11.145856534305608]"
88120,653,"['Current_measured', 'Current_load']",13.00674532706247,"[13.00674532706247, -11.145856534305608]"
88450,655,"['Current_measured', 'Current_load']",12.969787380993115,"[12.969787380993115, -11.145856534305608]"
88451,655,"['Current_measured', 'Current_load']",13.003699249019917,"[13.003699249019917, -11.145856534305608]"
88776,657,"['Current_measured', 'Current_load']",12.99883678360756,"[12.99883678360756, -11.145856534305608]"
88777,657,"['Current_measured', 'Current_load']",13.020717514647314,"[13.020717514647314, -11.145856534305608]"
89099,659,"['Current_measured', 'Current_load']",13.003342901036113,"[13.003342901036113, -11.145856534305608]"
89100,659,"['Current_measured', 'Current_load']",13.004804819229475,"[13.004804819229475, -11.145856534305608]"
89420,661,"['Current_measured', 'Current_load']",13.024662515882556,"[13.024662515882556, -11.145856534305608]"
