row_idx,file_index,trigger_cols,max_abs_z,any_z
47197,349,['Voltage_load'],45.95910097479798,[45.95910097479798]
73557,553,['Voltage_load'],7.524036032278341,[-7.524036032278341]
74047,557,['Voltage_load'],7.524036032278341,[-7.524036032278341]
74476,559,['Voltage_load'],7.524036032278341,[-7.524036032278341]
74900,561,['Voltage_load'],7.524036032278341,[-7.524036032278341]
75319,563,['Voltage_load'],7.524036032278341,[-7.524036032278341]
75734,565,['Voltage_load'],7.524036032278341,[-7.524036032278341]
76145,569,['Voltage_load'],7.524036032278341,[-7.524036032278341]
76554,573,['Voltage_load'],7.524036032278341,[-7.524036032278341]
76963,575,['Voltage_load'],7.524036032278341,[-7.524036032278341]
77367,577,['Voltage_load'],7.524036032278341,[-7.524036032278341]
77767,579,['Voltage_load'],7.524036032278341,[-7.524036032278341]
78163,581,['Voltage_load'],7.524036032278341,[-7.524036032278341]
78556,585,['Voltage_load'],7.524036032278341,[-7.524036032278341]
78953,589,['Voltage_load'],7.524036032278341,[-7.524036032278341]
79352,591,['Voltage_load'],7.524036032278341,[-7.524036032278341]
79746,593,['Voltage_load'],7.524036032278341,[-7.524036032278341]
80134,595,['Voltage_load'],7.524036032278341,[-7.524036032278341]
80519,597,['Voltage_load'],7.524036032278341,[-7.524036032278341]
80899,601,['Voltage_load'],7.524036032278341,[-7.524036032278341]
81275,603,['Voltage_load'],7.524036032278341,[-7.524036032278341]
81450,605,['Voltage_load'],7.524036032278341,[-7.524036032278341]
81838,607,['Voltage_load'],7.524036032278341,[-7.524036032278341]
82208,609,['Voltage_load'],7.524036032278341,[-7.524036032278341]
82573,613,['Voltage_load'],7.524036032278341,[-7.524036032278341]
82936,615,['Voltage_load'],7.524036032278341,[-7.524036032278341]
83296,617,['Voltage_load'],7.524036032278341,[-7.524036032278341]
83653,619,['Voltage_load'],7.524036032278341,[-7.524036032278341]
84005,621,['Voltage_load'],7.524036032278341,[-7.524036032278341]
84355,625,['Voltage_load'],7.524036032278341,[-7.524036032278341]
84703,627,['Voltage_load'],7.524036032278341,[-7.524036032278341]
85048,629,['Voltage_load'],7.524036032278341,[-7.524036032278341]
